IDlist,FlagPDF,TotalWordsPDF,AvgWordsSentencePDF,Year,Keyword,Count_PDF,Count_Abs,FlagAbs,AvgWordsSentenceAbs,TotalWordsAbs
2203.11727v1,Yes,1998,15.36923076923077,2022,lucidly,0,0,No,11.5,46
2203.14762v1,No,1884,14.952380952380953,2022,lucidly,0,0,No,8.5,34
2203.11729v1,No,2115,15.0,2022,lucidly,0,0,No,14.166666666666666,85
2004.03183v1,No,6818,13.264591439688717,2020,lucidly,0,0,No,23.0,46
2304.00285v1,No,2016,13.44,2023,lucidly,0,0,No,9.25,37
2203.14820v1,Yes,2957,15.401041666666666,2022,lucidly,0,0,No,26.4,132
2211.02842v1,No,7142,14.910229645093946,2022,lucidly,0,0,No,18.071428571428573,253
2203.12604v1,No,6739,16.722084367245657,2022,lucidly,0,0,No,23.0,184
2307.03945v1,No,2939,16.89080459770115,2023,lucidly,0,0,No,21.0,126
2312.07208v1,Yes,8252,11.032085561497324,2023,lucidly,0,0,Yes,15.818181818181818,174
2204.07058v1,Yes,7118,13.583969465648854,2022,lucidly,0,0,No,31.8,159
2206.07142v1,No,2404,11.233644859813085,2022,lucidly,0,0,No,11.4,57
2304.01376v1,Yes,7176,16.805620608899297,2023,lucidly,0,0,Yes,18.1875,291
2005.14453v1,No,3874,15.251968503937007,2020,lucidly,0,0,No,17.916666666666668,215
2105.07990v3,No,6392,10.461538461538462,2021,lucidly,0,0,No,21.444444444444443,193
2211.02847v1,No,6116,14.73734939759036,2022,lucidly,0,0,No,21.0,210
2303.17248v1,Yes,7185,10.581737849779088,2023,lucidly,0,0,No,26.833333333333332,161
2205.08805v1,No,2562,12.258373205741629,2022,lucidly,0,0,No,13.75,55
2204.07059v1,Yes,6920,14.630021141649047,2022,lucidly,0,0,No,16.25,260
2204.12774v1,Yes,27127,6.957424980764299,2022,lucidly,0,0,Yes,23.0,253
1102.4720v1,Yes,2521,9.167272727272728,2011,lucidly,0,0,No,20.75,83
1605.08564v2,Yes,5830,12.729257641921397,2016,lucidly,0,0,Yes,26.555555555555557,239
1509.00208v2,Yes,5189,10.017374517374517,2015,lucidly,0,0,No,18.333333333333332,110
1906.02445v1,Yes,3329,10.808441558441558,2019,lucidly,0,0,No,19.25,154
2111.00591v1,Yes,6556,10.963210702341136,2021,lucidly,0,0,No,20.571428571428573,144
2406.18998v1,Yes,7317,7.859291084854995,2024,lucidly,0,0,No,24.5,245
1704.07102v2,No,4813,10.648230088495575,2017,lucidly,0,0,No,18.0,162
2010.05705v1,Yes,2221,12.691428571428572,2020,lucidly,0,0,Yes,27.2,136
1701.08068v1,Yes,6073,19.59032258064516,2017,lucidly,0,0,Yes,14.333333333333334,215
2207.01858v1,Yes,2706,7.139841688654354,2022,lucidly,0,0,Yes,12.411764705882353,211
2304.02909v1,Yes,6072,8.711621233859397,2023,lucidly,0,0,No,19.75,237
1703.06741v1,Yes,7989,9.311188811188812,2017,lucidly,0,0,No,21.4,214
2312.13759v1,Yes,6283,9.405688622754491,2023,lucidly,0,0,Yes,17.666666666666668,212
2105.08331v1,No,4246,7.436077057793345,2021,lucidly,0,0,No,19.714285714285715,276
1505.02883v2,Yes,9882,13.336032388663968,2015,lucidly,0,0,No,20.125,161
1709.05679v2,No,4032,10.15617128463476,2017,lucidly,0,0,No,18.0,198
2208.11605v1,Yes,10099,6.477870429762668,2022,lucidly,0,0,Yes,17.0,187
2307.00131v2,Yes,21392,10.964633521271145,2023,lucidly,0,0,Yes,18.88888888888889,170
2406.18666v1,Yes,4081,6.366614664586583,2024,lucidly,0,0,No,16.333333333333332,49
1608.02233v1,No,7228,11.907742998352552,2016,lucidly,0,0,No,17.0,119
1810.04510v1,Yes,8241,11.607042253521128,2018,lucidly,0,0,Yes,16.41176470588235,279
2109.01406v2,Yes,9473,11.399518652226233,2021,lucidly,0,0,No,20.571428571428573,288
1105.4509v1,Yes,2282,12.010526315789471,2011,lucidly,0,0,No,16.333333333333332,98
1607.04069v1,Yes,12101,11.010919017288444,2016,lucidly,0,0,No,25.6,128
1902.02074v1,No,4625,13.367052023121389,2019,lucidly,0,0,No,18.77777777777778,169
2211.04796v1,Yes,8626,7.834695731153497,2022,lucidly,0,0,No,16.09090909090909,177
2301.03524v1,Yes,11528,8.558277654046028,2023,lucidly,0,0,No,18.22222222222222,164
2006.04157v2,Yes,10332,11.781071835803877,2020,lucidly,0,0,Yes,14.285714285714286,200
2401.14507v1,Yes,5246,10.226120857699804,2024,lucidly,0,0,No,19.625,157
2401.16057v1,Yes,3368,9.541076487252123,2024,lucidly,0,0,No,18.5,148
1804.05638v1,No,4047,13.182410423452769,2018,lucidly,0,0,No,16.0,224
1208.2248v2,Yes,4218,10.46650124069479,2012,lucidly,0,0,No,15.545454545454545,171
2104.14303v2,Yes,14109,10.97976653696498,2021,lucidly,0,0,No,16.235294117647058,276
2110.00356v2,Yes,7552,11.373493975903614,2021,lucidly,0,0,No,15.777777777777779,284
1305.5793v2,No,5191,6.830263157894737,2013,lucidly,0,0,No,17.928571428571427,251
1411.6793v3,Yes,6175,15.67258883248731,2014,lucidly,0,0,No,29.8,149
1804.10357v1,Yes,7603,12.842905405405403,2018,lucidly,0,0,No,22.375,179
2306.07604v1,Yes,13317,9.23509015256588,2023,lucidly,0,0,Yes,20.166666666666668,242
2402.04848v2,Yes,9728,10.643326039387308,2024,lucidly,0,0,No,21.5,215
2306.14797v1,Yes,14258,10.0621030345801,2023,lucidly,0,0,No,24.166666666666668,145
2205.15832v1,Yes,88936,7.994247191011236,2022,lucidly,0,0,No,18.666666666666668,168
2312.02903v1,Yes,8501,9.551685393258428,2023,lucidly,0,0,No,15.636363636363637,172
1902.04018v1,No,5963,13.076754385964913,2019,lucidly,0,0,No,16.818181818181817,185
2302.01797v1,Yes,8687,10.019607843137257,2023,lucidly,0,0,Yes,18.363636363636363,202
1901.01428v2,No,7907,10.390275952693823,2019,lucidly,0,0,No,19.444444444444443,175
2003.01085v1,Yes,10802,11.766884531590414,2020,lucidly,0,0,No,20.181818181818183,222
2311.10488v1,Yes,8540,9.323144104803491,2023,lucidly,0,0,No,14.333333333333334,258
1408.5273v1,Yes,3895,18.20093457943925,2014,lucidly,0,0,No,19.875,159
2305.16374v1,Yes,9148,9.921908893709327,2023,lucidly,0,0,Yes,19.75,237
2210.09650v1,Yes,11488,6.389321468298109,2022,lucidly,0,0,Yes,21.833333333333332,262
2002.02183v1,No,4168,8.737945492662474,2020,lucidly,0,0,No,20.7,207
2303.14014v2,Yes,10700,10.732196589769307,2023,lucidly,0,0,Yes,21.2,212
2303.13878v1,Yes,9716,9.534838076545633,2023,lucidly,0,0,Yes,19.375,155
2307.06197v1,No,6674,10.958949096880133,2023,lucidly,0,0,No,23.727272727272727,261
2310.19430v1,Yes,45497,8.43005373355568,2023,lucidly,0,0,No,26.8,268
1810.07968v2,Yes,7964,8.304483837330553,2018,lucidly,0,0,No,35.0,245
2309.15120v1,No,4832,10.550218340611352,2023,lucidly,0,0,No,24.555555555555557,221
2104.13491v1,Yes,11093,8.693573667711599,2021,lucidly,0,0,No,21.833333333333332,262
2207.02493v1,Yes,7304,11.43035993740219,2022,lucidly,0,0,No,24.0,192
0705.3005v2,No,42723,657.276923076923,2007,lucidly,0,0,No,17.333333333333332,52
0801.3218v1,Yes,5171,9.775047258979209,2008,lucidly,0,0,No,11.333333333333334,34
0810.0407v1,Yes,3087,10.429054054054054,2008,lucidly,0,0,No,16.5,33
0811.3551v1,No,3544,9.501340482573726,2008,lucidly,0,0,No,15.333333333333334,46
0811.3546v1,No,15474,672.7826086956521,2008,lucidly,0,0,No,25.666666666666668,77
0711.4525v2,No,32193,715.4,2007,lucidly,0,0,No,16.833333333333332,101
1211.6318v1,Yes,2102,9.219298245614034,2012,lucidly,0,0,No,22.75,91
1712.03015v1,No,3307,9.42165242165242,2017,lucidly,0,0,No,14.6,73
1402.2202v1,No,3137,11.407272727272728,2014,lucidly,0,0,No,24.333333333333332,73
1112.1629v3,Yes,11784,13.591695501730104,2011,lucidly,0,0,No,11.0,33
1501.01198v2,Yes,9895,12.9177545691906,2015,lucidly,0,0,No,22.75,91
1101.4149v1,Yes,13359,12.461753731343284,2011,lucidly,0,0,No,19.5,156
1412.6307v4,No,7769,9.08654970760234,2014,lucidly,0,0,No,8.571428571428571,60
1402.2183v2,No,3010,14.541062801932368,2014,lucidly,0,0,No,22.5,90
1402.2818v2,Yes,7273,8.69976076555024,2014,lucidly,0,0,No,12.6,63
1512.07129v2,Yes,12719,15.52991452991453,2015,lucidly,0,0,No,19.0,152
1910.13876v2,Yes,12955,14.44258639910814,2019,lucidly,0,0,No,15.0,90
1301.5448v1,No,4298,6.612307692307692,2013,lucidly,0,0,No,11.8,59
2004.02169v1,Yes,9544,8.074450084602368,2020,lucidly,0,0,No,20.125,161
1701.08391v1,No,5364,14.005221932114882,2017,lucidly,0,0,No,27.8,278
1609.05430v2,Yes,7324,6.139145012573344,2016,lucidly,0,0,No,11.777777777777779,106
2309.10594v1,Yes,13200,12.547528517110266,2023,lucidly,0,0,Yes,18.083333333333332,217
2305.12682v1,No,6171,15.782608695652174,2023,lucidly,0,0,No,23.444444444444443,211
1604.07126v1,No,4987,5.951073985680191,2016,lucidly,0,0,No,17.75,142
2210.05093v1,No,4125,11.178861788617889,2022,innovatively,0,0,No,15.3,153
2303.15275v1,No,5462,10.44359464627151,2023,innovatively,0,0,No,14.222222222222221,128
2112.09493v1,No,11368,9.68313458262351,2021,innovatively,0,0,No,16.77777777777778,151
1102.3306v1,Yes,8101,12.677621283255084,2011,innovatively,0,0,No,13.5,54
2005.10499v1,Yes,9450,7.435090479937058,2020,innovatively,0,0,No,18.4,184
2110.06020v2,Yes,13554,10.564302416212003,2021,innovatively,0,0,No,24.7,247
2107.12248v1,No,6481,11.271304347826089,2021,innovatively,0,0,No,20.875,167
0809.3071v1,Yes,1680,15.849056603773583,2008,innovatively,0,0,No,17.166666666666668,103
1906.00695v4,Yes,15712,11.443554260742898,2019,innovatively,0,0,No,20.0,200
2007.12927v4,No,14987,11.856803797468354,2020,innovatively,0,0,No,19.857142857142858,139
2111.11763v1,No,8027,12.236280487804878,2021,innovatively,0,0,No,21.625,173
2103.01133v3,Yes,34671,8.106382978723405,2021,innovatively,0,0,No,14.0,168
2208.09338v1,Yes,15114,11.716279069767442,2022,innovatively,0,0,Yes,27.375,219
2303.09222v1,Yes,3828,4.73176761433869,2023,innovatively,0,0,No,13.0,208
1105.2687v1,Yes,3642,11.206153846153846,2011,innovatively,0,0,No,17.25,138
1112.1252v1,Yes,10461,13.948,2011,innovatively,0,0,No,18.153846153846153,236
2102.12126v1,Yes,10352,12.353221957040573,2021,innovatively,0,0,Yes,21.555555555555557,194
1105.2691v1,No,2823,8.42686567164179,2011,innovatively,0,0,No,16.166666666666668,97
1305.7063v1,No,3546,17.21359223300971,2013,innovatively,0,0,No,21.0,168
1405.5123v1,Yes,1320,11.785714285714286,2014,innovatively,0,0,No,16.0,128
1105.6260v1,No,7048,12.089193825042882,2011,innovatively,0,0,No,21.9,219
1311.7545v3,Yes,11082,17.67464114832536,2013,innovatively,0,0,No,24.46153846153846,318
1306.1431v1,Yes,9681,9.72964824120603,2013,innovatively,0,0,No,19.4,97
2307.00011v1,Yes,12382,10.795117698343503,2023,innovatively,0,0,No,23.6,118
1602.04119v1,Yes,10555,11.423160173160174,2016,innovatively,0,0,No,22.625,181
1503.04865v1,Yes,6221,9.766091051805338,2015,innovatively,0,0,No,17.9,179
1703.02464v1,No,7334,6.925401322001888,2017,innovatively,0,0,No,16.4,82
1303.1702v2,No,10914,13.693851944792971,2013,innovatively,0,0,No,19.22222222222222,173
2406.18109v1,Yes,12717,11.571428571428571,2024,innovatively,0,0,No,15.7,157
2406.18111v1,Yes,10999,14.101282051282052,2024,innovatively,0,0,No,15.833333333333334,190
1006.5953v2,No,10729,12.150622876557192,2010,innovatively,0,0,No,23.375,187
2404.14297v1,Yes,6569,6.864158829676071,2024,innovatively,0,0,Yes,19.571428571428573,137
1203.0184v3,Yes,3253,11.959558823529411,2012,innovatively,0,0,Yes,29.0,116
1406.1030v1,Yes,6477,12.928143712574853,2014,innovatively,0,0,No,26.166666666666668,157
2002.07581v1,Yes,5580,12.857142857142858,2020,innovatively,0,0,No,20.5,82
1804.01403v2,No,5808,6.675862068965517,2018,innovatively,0,0,No,25.75,103
2011.07623v2,Yes,3893,5.609510086455331,2020,innovatively,0,0,No,24.0,144
1901.08214v1,Yes,5177,8.925862068965516,2019,innovatively,0,0,No,23.625,189
1906.09545v1,Yes,4722,5.772616136919315,2019,innovatively,0,0,No,22.0,176
2202.08820v1,Yes,3754,8.649769585253456,2022,innovatively,0,0,No,17.428571428571427,122
2402.08330v1,Yes,7049,7.091549295774648,2024,innovatively,0,0,No,19.0,133
0708.3769v1,No,3036,6.979310344827586,2007,innovatively,0,0,No,18.0,90
1007.0095v2,No,3134,6.783549783549783,2010,innovatively,0,0,No,18.25,73
1303.1357v1,No,2660,6.734177215189874,2013,innovatively,0,0,No,13.6,68
0903.5186v1,Yes,3632,12.228956228956228,2009,innovatively,0,0,No,18.75,75
0910.1281v1,Yes,4532,8.392592592592592,2009,innovatively,0,0,No,21.0,105
1807.09082v1,No,6381,13.51906779661017,2018,innovatively,0,0,No,19.5,117
1208.2791v1,Yes,6840,11.23152709359606,2012,innovatively,0,0,No,14.0,70
1704.08466v1,Yes,4391,15.909420289855072,2017,innovatively,0,0,No,11.8,59
1809.02793v1,No,4023,6.095454545454546,2018,innovatively,0,0,No,20.75,83
0804.2967v2,No,3626,7.617647058823529,2008,innovatively,0,0,No,25.5,102
1905.08591v1,No,3420,6.368715083798882,2019,innovatively,0,0,No,20.8,104
2110.09120v1,Yes,7395,7.25711481844946,2021,innovatively,0,0,No,19.285714285714285,135
1506.04618v2,Yes,5998,7.023419203747072,2015,innovatively,0,0,Yes,15.4,77
1910.08289v2,Yes,7836,7.923154701718908,2019,innovatively,0,0,No,21.25,170
2303.03317v1,Yes,8459,6.985136251032205,2023,innovatively,0,0,No,20.833333333333332,125
1512.04576v1,Yes,4275,5.929264909847434,2015,innovatively,0,0,No,18.8,94
1905.01052v1,No,5945,10.197255574614063,2019,innovatively,0,0,No,26.5,159
1602.00533v1,No,5426,6.545235223160434,2016,innovatively,0,0,No,23.22222222222222,209
1602.03440v1,Yes,7678,11.291176470588235,2016,innovatively,0,0,No,12.263157894736842,233
1710.10834v1,Yes,10818,8.373065015479876,2017,innovatively,0,0,Yes,22.7,227
2002.09454v1,Yes,6855,9.709631728045323,2020,innovatively,0,0,No,20.8,208
1612.08922v1,No,2646,14.302702702702703,2016,innovatively,0,0,No,27.166666666666668,163
2201.09619v1,Yes,13167,9.555152394775035,2022,innovatively,0,0,No,27.75,222
1611.03289v1,Yes,7678,7.818737270875764,2016,innovatively,0,0,No,24.1,241
2010.00864v1,Yes,10296,9.143872113676732,2020,innovatively,0,0,No,14.625,117
1206.1520v1,Yes,10431,6.742727860374919,2012,innovatively,0,0,No,23.727272727272727,261
1805.00916v1,No,13501,6.608418991678904,2018,innovatively,0,0,No,20.09090909090909,221
1804.09579v2,Yes,8636,11.60752688172043,2018,innovatively,0,0,No,26.5,265
1803.05370v3,Yes,33576,6.783030303030303,2018,innovatively,0,0,No,21.384615384615383,278
1802.04722v1,Yes,11604,11.343108504398828,2018,innovatively,0,0,No,22.384615384615383,291
2201.09623v1,Yes,9481,11.395432692307692,2022,innovatively,0,0,No,24.25,291
1901.01787v1,Yes,11664,11.42409402546523,2019,innovatively,0,0,No,13.235294117647058,225
1912.10279v1,Yes,10472,12.422301304863582,2019,innovatively,0,0,No,18.615384615384617,242
1406.0293v1,Yes,10175,11.023835319609969,2014,innovatively,0,0,Yes,32.5,260
1601.00491v1,No,9496,11.224586288416075,2016,innovatively,0,0,No,22.571428571428573,316
2006.02253v1,Yes,20858,5.785852981969486,2020,innovatively,0,0,No,23.0,230
1707.00498v1,Yes,16644,12.803076923076922,2017,innovatively,0,0,No,25.666666666666668,308
1909.11632v1,Yes,16769,9.399663677130045,2019,innovatively,0,0,No,30.444444444444443,274
1109.2929v1,Yes,6198,16.310526315789474,2011,innovatively,0,0,No,26.5,212
1507.03473v2,Yes,7972,10.116751269035532,2015,innovatively,0,0,No,36.0,180
1503.06631v1,Yes,5205,12.452153110047847,2015,innovatively,0,0,Yes,30.0,240
1902.06602v2,Yes,14413,13.271639042357274,2019,innovatively,0,0,No,18.866666666666667,283
2007.14711v1,Yes,8058,8.645922746781116,2020,innovatively,0,0,No,18.0,162
1712.07301v1,Yes,13635,7.791428571428572,2017,innovatively,0,0,No,23.636363636363637,260
1803.00461v4,Yes,10938,9.44559585492228,2018,innovatively,0,0,Yes,32.0,256
1306.3789v1,Yes,3643,9.688829787234043,2013,innovatively,0,0,No,13.0,13
2402.08689v1,Yes,2408,5.733333333333333,2024,innovatively,0,0,No,5.0,35
1901.01065v1,Yes,9678,8.180896027049874,2019,innovatively,0,0,No,14.833333333333334,89
1506.03605v1,Yes,4144,8.222222222222221,2015,innovatively,0,0,Yes,19.4,97
1612.08033v1,Yes,3843,15.12992125984252,2016,innovatively,0,0,No,20.5,82
2103.05507v1,Yes,6781,9.40499306518724,2021,innovatively,0,0,No,25.0,125
2301.03425v1,No,4218,4.282233502538071,2023,innovatively,0,0,No,15.3,153
2312.15034v2,Yes,10743,12.277714285714286,2023,innovatively,0,0,No,9.3125,149
1203.2019v1,Yes,5569,8.811708860759493,2012,innovatively,0,0,No,19.8,99
2305.18956v1,Yes,12666,10.364975450081833,2023,innovatively,0,0,No,12.066666666666666,181
1310.0283v1,Yes,21800,11.03238866396761,2013,innovatively,0,0,Yes,20.833333333333332,250
2402.05214v1,Yes,17767,8.914701455092825,2024,innovatively,0,0,No,9.310344827586206,270
1304.4483v1,No,4035,10.5078125,2013,innovatively,0,0,No,14.4,144
1706.00315v1,Yes,10900,8.535630383711824,2017,innovatively,0,0,No,14.0,140
1909.11489v2,Yes,5131,8.923478260869565,2019,innovatively,0,0,No,15.857142857142858,111
1611.05695v1,Yes,6844,9.125333333333334,2016,innovatively,0,0,No,11.272727272727273,124
1709.02199v1,No,6696,6.72289156626506,2017,innovatively,0,0,No,18.833333333333332,113
1508.01120v1,Yes,7966,11.836552748885588,2015,innovatively,0,0,Yes,10.866666666666667,163
1504.03859v1,Yes,11185,11.151545363908276,2015,innovatively,0,0,No,21.0,189
1910.01152v1,No,4970,6.836313617606603,2019,innovatively,0,0,No,13.8,138
2004.03229v1,Yes,6581,6.144724556489263,2020,innovatively,0,0,No,17.333333333333332,104
1402.7300v2,Yes,12653,9.800929512006196,2014,innovatively,0,0,No,26.22222222222222,236
1409.8079v3,Yes,10733,9.236660929432016,2014,innovatively,0,0,Yes,19.083333333333332,229
1708.03934v1,Yes,12392,10.29235880398671,2017,innovatively,0,0,Yes,19.09090909090909,210
1207.5693v3,Yes,11054,10.159926470588236,2012,innovatively,0,0,No,34.333333333333336,103
2112.11981v1,Yes,9597,6.609504132231405,2021,innovatively,0,0,No,24.875,199
1311.5371v1,Yes,8561,9.501664816870145,2013,innovatively,0,0,No,27.5,165
1702.07152v1,Yes,5143,9.167557932263817,2017,innovatively,0,0,Yes,22.0,154
1801.05267v1,Yes,4336,7.883636363636364,2018,innovatively,0,0,No,12.777777777777779,115
2101.00842v2,Yes,15302,7.259013282732448,2021,innovatively,0,0,No,16.7,167
2110.06644v1,Yes,9001,9.837158469945356,2021,innovatively,0,0,No,10.928571428571429,153
0903.2968v1,Yes,4049,14.512544802867383,2009,innovatively,0,0,Yes,16.4,82
1309.6416v1,Yes,3626,9.369509043927648,2013,innovatively,0,0,No,16.8,84
1607.08076v2,Yes,5153,9.185383244206774,2016,innovatively,0,0,Yes,20.428571428571427,143
1703.08074v1,Yes,5535,7.698191933240612,2017,innovatively,0,0,No,12.153846153846153,158
1611.02658v1,Yes,8987,9.29369183040331,2016,innovatively,0,0,No,9.947368421052632,189
1205.5191v2,Yes,24040,7.907894736842105,2012,innovatively,0,0,No,12.1875,195
1801.05783v1,Yes,66227,5.447643333059143,2018,innovatively,0,0,No,26.545454545454547,292
1507.04107v2,Yes,12216,7.649342517219787,2015,innovatively,0,0,No,12.823529411764707,218
1508.03221v1,Yes,6662,9.002702702702702,2015,innovatively,0,0,No,18.363636363636363,202
2202.10061v1,Yes,22098,13.068007096392668,2022,innovatively,0,0,No,11.875,190
2211.09615v2,Yes,10818,12.520833333333334,2022,innovatively,0,0,No,12.526315789473685,238
2312.15030v2,Yes,30587,10.56545768566494,2023,innovatively,0,0,No,11.714285714285714,246
0911.4348v1,Yes,6418,9.026722925457102,2009,innovatively,0,0,No,23.333333333333332,140
1201.1711v1,Yes,4343,15.62230215827338,2012,innovatively,0,0,No,19.0,133
1902.06741v1,Yes,9887,9.452198852772469,2019,innovatively,0,0,No,21.0,168
2009.09180v1,Yes,6649,4.240433673469388,2020,innovatively,0,0,Yes,22.2,111
1402.7182v2,Yes,20347,14.258584442887177,2014,innovatively,0,0,No,19.90909090909091,219
1201.1714v2,Yes,13238,13.832810867293626,2012,innovatively,0,0,Yes,24.8,124
2110.12657v1,Yes,9345,8.336306868867084,2021,innovatively,0,0,Yes,20.555555555555557,185
1602.06928v2,Yes,10905,10.65982404692082,2016,innovatively,0,0,No,29.142857142857142,204
1407.1645v1,Yes,6037,13.942263279445728,2014,innovatively,0,0,Yes,13.4,134
1608.04601v2,Yes,11139,14.579842931937172,2016,innovatively,0,0,No,29.333333333333332,176
1110.2465v1,Yes,2470,9.840637450199203,2011,innovatively,0,0,Yes,15.0,90
1110.3440v1,Yes,5128,9.567164179104475,2011,innovatively,0,0,No,16.142857142857142,113
2007.15471v1,Yes,13722,7.233526620980496,2020,innovatively,0,0,No,11.818181818181818,130
2008.04605v1,Yes,9123,5.279513888888889,2020,innovatively,0,0,No,14.384615384615385,187
2203.12288v1,Yes,8298,8.064139941690962,2022,innovatively,0,0,No,21.88888888888889,197
2304.10807v1,Yes,10285,6.075014766686356,2023,innovatively,0,0,No,11.357142857142858,159
2204.08250v2,Yes,14127,8.369075829383887,2022,innovatively,0,0,No,13.95,279
1907.08473v1,Yes,10123,7.577095808383233,2019,innovatively,0,0,No,22.0,176
2104.02405v1,Yes,17890,10.449766355140186,2021,innovatively,0,0,Yes,22.75,182
2303.04576v1,Yes,13881,9.747893258426966,2023,innovatively,0,0,No,32.5,195
1812.10253v1,Yes,7240,7.479338842975206,2018,innovatively,0,0,No,23.75,95
2212.08326v2,Yes,44270,8.740375123395854,2022,innovatively,0,0,No,24.454545454545453,269
2405.10627v1,Yes,88966,9.03299827393644,2024,innovatively,0,0,No,15.875,254
1206.3185v1,No,3466,11.591973244147155,2012,innovatively,0,0,No,13.25,53
1607.06365v1,Yes,5969,10.435314685314683,2016,innovatively,0,0,No,17.2,86
0909.3496v1,Yes,4700,9.730848861283643,2009,innovatively,0,0,Yes,21.3,213
0804.2979v1,Yes,12678,12.44160942100098,2008,innovatively,0,0,No,16.857142857142858,118
1503.05099v1,Yes,21810,13.12274368231047,2015,innovatively,0,0,No,17.857142857142858,250
1803.02055v1,Yes,9071,12.812146892655369,2018,innovatively,0,0,Yes,25.0,125
0711.3734v2,Yes,10545,5.947546531302876,2007,innovatively,0,0,No,19.583333333333332,235
1604.05333v1,Yes,11927,9.980753138075311,2016,innovatively,0,0,No,18.25,219
0901.0106v1,Yes,6395,6.579218106995885,2008,innovatively,0,0,No,15.058823529411764,256
1802.06873v2,Yes,16896,12.790310370931111,2018,innovatively,0,0,Yes,18.384615384615383,239
0711.4760v1,No,1670,10.915032679738562,2007,innovatively,0,0,No,21.0,168
1610.07879v3,No,9328,10.10617551462622,2016,innovatively,0,0,No,16.181818181818183,178
1704.02193v2,Yes,6823,11.022617124394184,2017,innovatively,0,0,No,12.533333333333333,188
1909.08883v1,Yes,5398,9.886446886446889,2019,innovatively,0,0,No,14.5,232
1603.09525v1,Yes,8286,9.026143790849671,2016,innovatively,0,0,No,25.7,257
0905.0252v1,Yes,9845,9.40305635148042,2009,innovatively,0,0,No,21.77777777777778,196
1306.4312v2,Yes,12540,8.702290076335878,2013,innovatively,0,0,No,17.157894736842106,326
2312.01483v1,Yes,9454,6.8161499639509735,2023,innovatively,0,0,No,16.375,131
1904.12474v1,Yes,40891,7.324198459609529,2019,innovatively,0,0,No,15.8,79
2012.03626v1,Yes,9433,9.51866801210898,2020,innovatively,0,0,No,17.571428571428573,123
2109.04799v1,Yes,11330,2.520017793594306,2021,innovatively,0,0,No,18.0,306
1802.07050v2,Yes,12627,8.451807228915662,2018,innovatively,0,0,No,11.166666666666666,201
1207.4318v1,Yes,8010,13.003246753246753,2012,innovatively,0,0,No,18.25,146
1801.07184v2,Yes,6382,11.137870855148345,2018,innovatively,0,0,No,20.2,101
1606.04004v2,Yes,12477,8.133637548891786,2016,innovatively,0,0,No,18.142857142857142,127
1308.1829v1,No,4130,12.111436950146627,2013,innovatively,0,0,No,31.0,124
1808.02702v2,No,51014,80.33700787401575,2018,innovatively,0,0,No,15.142857142857142,106
2106.05908v1,Yes,10919,50.31797235023041,2021,innovatively,0,0,No,28.125,225
1211.2758v1,No,2336,15.267973856209151,2012,innovatively,0,0,No,14.666666666666666,44
1401.8236v3,Yes,13549,10.021449704142013,2014,innovatively,0,0,No,15.285714285714286,107
1108.2245v3,Yes,9267,8.12182296231376,2011,innovatively,0,0,No,15.0,75
1012.4769v1,Yes,15575,13.47318339100346,2010,innovatively,0,0,Yes,21.75,174
1212.4614v1,No,7181,30.55744680851064,2012,innovatively,0,0,No,24.0,144
1305.1455v1,No,3818,13.833333333333334,2013,innovatively,0,0,No,22.25,89
1501.07790v2,No,8761,11.871273712737128,2015,innovatively,0,0,No,19.0,133
2105.14525v2,No,4748,12.050761421319796,2021,innovatively,0,0,No,12.666666666666666,38
2003.13731v2,Yes,15133,7.977332630469162,2020,innovatively,0,0,No,21.333333333333332,128
0712.2526v3,No,8219,10.260923845193508,2007,innovatively,0,0,No,17.333333333333332,156
1411.7181v2,No,12472,9.405731523378584,2014,innovatively,0,0,No,20.75,166
1112.1238v1,No,13585,9.87281976744186,2011,innovatively,0,0,No,17.2,86
2004.02481v1,Yes,10220,11.653363740022805,2020,innovatively,0,0,Yes,19.857142857142858,139
1404.4943v1,Yes,18683,8.098396185522324,2014,innovatively,0,0,No,21.714285714285715,152
1103.3117v1,No,7896,11.560761346998536,2011,innovatively,0,0,No,20.8,208
1304.1462v2,No,5502,9.42123287671233,2013,innovatively,0,0,No,20.0,140
2104.03510v3,Yes,2941,8.912121212121212,2021,innovatively,0,0,No,18.666666666666668,112
2306.06207v1,Yes,2071,10.004830917874395,2023,innovatively,0,0,No,14.88888888888889,134
2005.07495v1,Yes,11810,14.652605459057073,2020,innovatively,0,0,No,24.153846153846153,314
1011.6258v1,Yes,7689,10.447010869565217,2010,innovatively,0,0,Yes,19.5,156
2104.11788v2,No,2720,10.342205323193916,2021,innovatively,0,0,No,34.5,138
2204.03010v1,No,3480,14.20408163265306,2022,innovatively,0,0,No,25.714285714285715,180
2310.02621v1,No,8567,11.097150259067355,2023,innovatively,0,0,No,25.0,175
2303.04462v2,Yes,10388,9.931166347992352,2023,innovatively,0,0,No,21.3,213
2305.01748v1,No,3931,11.011204481792715,2023,innovatively,0,0,No,24.75,99
2110.07648v1,Yes,8324,10.938239159001316,2021,innovatively,0,0,No,25.8,258
2211.02440v2,Yes,9701,11.332943925233645,2022,innovatively,0,0,No,29.555555555555557,266
2402.13423v1,No,7760,12.416,2024,innovatively,0,0,No,24.0,264
1810.12734v1,No,3292,11.841726618705035,2018,innovatively,0,0,No,23.285714285714285,163
